time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1760790636009466400,22.88446630859375,497.6831970214844,0.24722151219668445,-1,46.97087523881564,449.46462631225586,-1,6.000906205260658,3.1043100357055664,8.38504639544522,0.1520485132932663
1760790637008828700,23.88382861328125,497.6831970214844,0.1120461764294572,-1,46.97087434234767,449.46462631225586,-1,6.000906205260658,3.0910027027130127,8.385040489809816,0.07790917158126831
1760790638008184300,24.883184326171875,497.6831970214844,0.11064228230654524,-1,46.97087963916178,449.46462631225586,-1,6.000906205260658,3.0808310508728027,8.38503814460906,0.030565498396754265
1760790639007632000,25.8826318359375,497.6831970214844,0.1082189078474422,-1,46.97087849243943,449.46462631225586,-1,8.001208273680877,3.1312031745910645,8.385043533476704,0.03863237798213959
1760790640007070000,26.882070068359376,497.6831970214844,0.10856183083810612,-1,46.97087756198479,449.46462631225586,-1,6.000906205260658,3.079331874847412,8.385043678088264,0.019230524078011513
1760790641006572800,27.88157275390625,497.6831970214844,0.2806976776061629,-1,46.970877016877935,449.46462631225586,-1,6.000906205260658,3.0607478618621826,8.385041397262519,0.1602214276790619
1760790642006110500,28.8811103515625,497.6831970214844,0.2531607467229396,-1,46.9708739859176,449.46462631225586,-1,6.000906205260658,3.050851345062256,8.385039375636993,0.05261458829045296
1760790643005687800,29.880687744140626,497.6831970214844,0.2675370233530184,-1,46.970870119676704,449.46462631225586,-1,6.000906205260658,3.043611526489258,8.38503822727774,0.09335177391767502
1760790644005293300,30.880293212890624,497.6831970214844,0.2919494189322429,-1,46.97087155797698,449.46462631225586,-1,6.000906205260658,3.0342540740966797,8.385041877424454,0.156742125749588
1760790645004906500,31.879906494140624,497.6831970214844,0.11168683970159575,-1,46.970880782973,449.46462631225586,-1,6.000906205260658,3.0269813537597656,8.385034244532948,0.05024617165327072
1760790646004560000,32.879559814453124,497.6831970214844,0.27140867426552157,-1,46.97088295863235,449.46462631225586,-1,6.000906205260658,3.0165512561798096,8.38503752021057,0.07426367700099945
1760790647004238600,33.879238525390626,497.6831970214844,0.1617176078903485,-1,46.97088955174009,449.46462631225586,-1,6.000906205260658,3.0045313835144043,8.385035825827051,0.12100133299827576
1760790648003921400,34.87892138671875,497.6831970214844,0.10863716883533722,-1,46.97088682344996,449.46462631225586,-1,6.000906205260658,3.0998213291168213,8.385038937717239,0.11353158205747604
1760790649003632400,35.87863232421875,497.6831970214844,0.10910397823649018,-1,46.97088749106635,449.46462631225586,-1,6.000906205260658,3.026430130004883,8.385035387512248,0.029969945549964905
1760790650003367000,36.878366943359374,497.6831970214844,0.18433432655738025,-1,46.970889542398936,449.46462631225586,-1,6.000906205260658,3,8.3850331147949,0.008599805645644665
1760790651003107000,37.87810717773438,497.6831970214844,0.11085632386555415,-1,46.970886935910016,449.46462631225586,-1,6.000906205260658,3,8.385036206772776,0.040700554847717285
1760790652002866200,38.8778662109375,497.6831970214844,0.10819050460507486,-1,46.97087865602865,449.46462631225586,-1,4.000604136840439,3,8.385043446258152,0.043400656431913376
1760790653002639000,39.87763916015625,497.6831970214844,0.10532115392757001,-1,46.970874362193115,449.46462631225586,-1,4.000604136840439,3,8.385046439321703,0.034586671739816666
1760790654002437600,40.87743774414062,497.6831970214844,0.15927308507824095,-1,46.970872748284286,449.46462631225586,-1,4.000604136840439,3,8.385046858040324,0.040615059435367584
1760790655002225000,41.87722485351563,497.6831970214844,0.10566966911009154,-1,46.97087238389597,449.46462631225586,-1,4.000604136840439,3,8.385048959935,0.043682217597961426
1760790656002035200,42.87703515625,497.6831970214844,0.1082928547138425,-1,46.97087333828093,449.46462631225586,-1,4.000604136840439,3,8.385050237515385,0.038316529244184494
1760790657001857800,43.87685791015625,497.6831970214844,0.11165469774319757,-1,46.9708742242509,449.46462631225586,-1,4.000604136840439,3,8.38505104484934,0.052858490496873856
1760790658001689600,44.876689697265626,497.6831970214844,0.10942718419005758,-1,46.970874671408026,449.46462631225586,-1,4.000604136840439,3,8.385051461406011,0.025271601974964142
1760790659001531600,45.87653173828125,497.6831970214844,0.16037344742556406,-1,46.970875407300696,449.46462631225586,-1,4.000604136840439,3,8.385051042900946,0.08322864025831223
1760790660001382400,46.87638232421875,497.6831970214844,0.11181284553155663,-1,46.970875090782606,449.46462631225586,-1,4.000604136840439,3,8.385053050935936,0.08788168430328369
1760790661001242600,47.87624267578125,497.6831970214844,0.1973691895066326,-1,46.97087467171603,449.46462631225586,-1,4.000604136840439,3,8.385055181792744,0.04369737207889557
1760790662001109200,48.876109130859376,497.6831970214844,0.1073391509146698,-1,46.9708733975242,449.46462631225586,-1,4.000604136840439,3,8.385056043696755,0.07390967756509781
